|circuitId|url|circuitName|Location.lat|Location.long|Location.locality|Location.country|season|round|date|time|race name|fastest|mean_s|median_s|std dev_s|mean_p|median_p|std dev_p
0|mugello|http://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix|Autodromo Internazionale del Mugello|43.9975|11.3719|Mugello|Italy|2020|9|2020-09-13|13:10:00Z|Tuscan Grand Prix|75.144|76.50829999999999|76.581|0.677810647367101|101.81558075162356|101.91232832960716|0.9020156597560697
0|sochi|http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix|Sochi Autodrom|43.4057|39.9578|Sochi|Russia|2020|10|2020-09-27|11:10:00Z|Russian Grand Prix|91.304|93.24675000000002|93.1235|1.1180054079051946|102.12778191535968|101.99279330587926|1.2244867781315114
0|nurburgring|http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix|Nürburgring|50.3356|6.9475|Nürburg|Germany|2020|11|2020-10-11|13:10:00Z|Eifel Grand Prix|85.269|86.63709999999999|86.5495|0.8276355605292887|101.6044517937351|101.5017180921554|0.9706171768512459
0|portimao|http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix|Autódromo Internacional do Algarve|37.227|-8.6267|Portimão|Portugal|2020|12|2020-10-25|12:10:00Z|Portuguese Grand Prix|76.466|77.55980000000001|77.4635|0.622488604841802|101.4304396725342|101.30450134700389|0.8140724045220137
0|imola|http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix|Autodromo Enzo e Dino Ferrari|44.3439|11.7167|Imola|Italy|2020|13|2020-11-01|12:10:00Z|Emilia Romagna Grand Prix|73.609|75.02955|74.986|0.7546907679726564|101.92985912048799|101.87069515955932|1.0252696925276197
0|rodriguez|http://en.wikipedia.org/wiki/2021_Mexican_Grand_Prix|Autódromo Hermanos Rodríguez|19.4042|-99.0907|Mexico City|Mexico|2021|18|2021-11-07|19:00:00Z|Mexico City Grand Prix|75.875|77.53475|77.4875|1.2749355762877643|102.18747940691927|102.12520593080723|1.6803104794566885
0|losail|http://en.wikipedia.org/wiki/2021_Qatar_Grand_Prix|Losail International Circuit|25.49|51.4542|Al Daayen|Qatar|2021|20|2021-11-21|14:00:00Z|Qatar Grand Prix|80.827|82.40129999999998|82.24600000000001|1.077538476538565|101.94774023531741|101.75560146980587|1.3331417429059187
0|jeddah|http://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix|Jeddah Corniche Circuit|21.6319|39.1044|Jeddah|Saudi Arabia|2021|21|2021-12-05|17:30:00Z|Saudi Arabian Grand Prix|87.511|88.5669|88.40549999999999|0.7390389847989287|101.20659117139562|101.0221572145216|0.8445098156790894
0|yas_marina|http://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix|Yas Marina Circuit|24.4672|54.6031|Abu Dhabi|UAE|2021|22|2021-12-12|13:00:00Z|Abu Dhabi Grand Prix|82.109|83.65594999999999|83.4345|0.8884864406749031|101.88402002216567|101.61431755349597|1.0820816727458662
0|bahrain|http://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix|Bahrain International Circuit|26.0325|50.5106|Sakhir|Bahrain|2022|1|2022-03-20|15:00:00Z|Bahrain Grand Prix|90.558|91.87535|91.7085|0.8929297888942528|101.4547030632302|101.27045650301463|0.9860308188059073
0|jeddah|http://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix|Jeddah Corniche Circuit|21.6319|39.1044|Jeddah|Saudi Arabia|2022|2|2022-03-27|17:00:00Z|Saudi Arabian Grand Prix|88.2|89.53705263157896|89.546|0.9220723322846813|101.515932688865|101.52607709750568|1.0454334833159664
0|albert_park|http://en.wikipedia.org/wiki/2022_Australian_Grand_Prix|Albert Park Grand Prix Circuit|-37.8497|144.968|Melbourne|Australia|2022|3|2022-04-10|05:00:00Z|Australian Grand Prix|77.868|79.31184210526318|79.061|0.9608278989819099|101.8542175287193|101.5320799301382|1.2339188100142686
0|imola|http://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix|Autodromo Enzo e Dino Ferrari|44.3439|11.7167|Imola|Italy|2022|4|2022-04-24|13:00:00Z|Emilia Romagna Grand Prix|78.793|80.0872105263158|79.98|0.9379639047157972|101.64254505643366|101.50647900194178|1.1904152713004905
0|miami|http://en.wikipedia.org/wiki/2022_Miami_Grand_Prix|Miami International Autodrome|25.9581|-80.2389|Miami|USA|2022|5|2022-05-08|19:30:00Z|Miami Grand Prix|88.796|90.00142105263157|89.996|0.7746632469653052|101.35751728977833|101.35141222577593|0.8724078190068285
0|catalunya|http://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix|Circuit de Barcelona-Catalunya|41.57|2.26111|Montmeló|Spain|2022|6|2022-05-22|13:00:00Z|Spanish Grand Prix|78.75|80.25885000000001|80.4195|0.8989928443600249|101.91600000000001|102.12|1.1415782150603504
0|monaco|http://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix|Circuit de Monaco|43.7347|7.42056|Monte-Carlo|Monaco|2022|7|2022-05-29|13:00:00Z|Monaco Grand Prix|71.376|72.79055000000001|72.705|1.0441499425999972|101.98182862586863|101.86197041022191|1.4628866041806727
0|baku|http://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix|Baku City Circuit|40.3725|49.8533|Baku|Azerbaijan|2022|8|2022-06-12|11:00:00Z|Azerbaijan Grand Prix|101.359|103.4487|103.2855|1.2946567559741367|102.06168174508431|101.90066989611185|1.2772982724515205
0|villeneuve|http://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix|Circuit Gilles Villeneuve|45.5|-73.5228|Montreal|Canada|2022|9|2022-06-19|18:00:00Z|Canadian Grand Prix|81.299|88.00145|85.40899999999999|5.7468207821918|108.24419734560078|105.05541273570398|7.068747195158368
0|silverstone|http://en.wikipedia.org/wiki/2022_British_Grand_Prix|Silverstone Circuit|52.0786|-1.01694|Silverstone|UK|2022|10|2022-07-03|14:00:00Z|British Grand Prix|99.129|101.38585000000002|101.63900000000001|1.0905796273927968|102.27667988177022|102.53205419201242|1.1001620387503104
0|red_bull_ring|http://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix|Red Bull Ring|47.2197|14.7647|Spielberg|Austria|2022|11|2022-07-10|13:00:00Z|Austrian Grand Prix|64.984|66.08465|66.1515|0.6502147236429704|101.69372460913455|101.79659608519022|1.0005766398543814
0|ricard|http://en.wikipedia.org/wiki/2022_French_Grand_Prix|Circuit Paul Ricard|43.2506|5.79167|Le Castellet|France|2022|12|2022-07-24|13:00:00Z|French Grand Prix|90.872|92.60035000000002|92.851|0.9416386207591859|101.90196100008802|102.17778853772339|1.0362252627423039
0|hungaroring|http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix|Hungaroring|47.5789|19.2486|Budapest|Hungary|2022|13|2022-07-31|13:00:00Z|Hungarian Grand Prix|77.377|78.4615|78.357|0.7370842628399518|101.4015792806648|101.2665262287243|0.9525883180272604
0|spa|http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix|Circuit de Spa-Francorchamps|50.4372|5.97139|Spa|Belgium|2022|14|2022-08-28|13:00:00Z|Belgian Grand Prix|103.665|105.69080000000001|105.7195|0.9650054049480469|101.95417932764191|101.98186466020354|0.9308883470294199
0|zandvoort|http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix|Circuit Park Zandvoort|52.3888|4.54092|Zandvoort|Netherlands|2022|15|2022-09-04|13:00:00Z|Dutch Grand Prix|70.342|71.46504999999999|71.46950000000001|0.7548307914256088|101.59655682238207|101.60288305706406|1.0730869060100792
0|monza|http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix|Autodromo Nazionale di Monza|45.6156|9.28111|Monza|Italy|2022|16|2022-09-11|13:00:00Z|Italian Grand Prix|80.161|81.86104999999998|82.0065|0.8287964307863602|102.12079440126745|102.30224173850127|1.0339147849781825
0|marina_bay|http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix|Marina Bay Street Circuit|1.2914|103.864|Marina Bay|Singapore|2022|17|2022-10-02|12:00:00Z|Singapore Grand Prix|109.412|113.00590000000003|112.9975|2.837931027313644|103.28474024787042|103.27706284502614|2.5938023501203205
0|suzuka|http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix|Suzuka Circuit|34.8431|136.541|Suzuka|Japan|2022|18|2022-10-09|05:00:00Z|Japanese Grand Prix|89.304|90.54945000000001|90.60650000000001|0.710754267625154|101.39461838215533|101.45850129893398|0.795881783150986
0|americas|http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix|Circuit of the Americas|30.1328|-97.6411|Austin|USA|2022|19|2022-10-23|19:00:00Z|United States Grand Prix|94.356|95.97564999999999|96.3435|1.014728290051865|101.71653101021666|102.10638433168002|1.0754252936240052
0|rodriguez|http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix|Autódromo Hermanos Rodríguez|19.4042|-99.0907|Mexico City|Mexico|2022|20|2022-10-30|20:00:00Z|Mexico City Grand Prix|77.775|79.26610000000001|79.1675|1.023556693722021|101.91719704275151|101.79042108646738|1.3160484650877813
0|interlagos|http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix|Autódromo José Carlos Pace|-23.7036|-46.6997|São Paulo|Brazil|2022|21|2022-11-13|18:00:00Z|Brazilian Grand Prix|70.881|72.52695|71.60900000000001|1.9172632215025451|102.32213145977059|101.02707354580212|2.704904306517324
0|yas_marina|http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix|Yas Marina Circuit|24.4672|54.6031|Abu Dhabi|UAE|2022|22|2022-11-20|13:00:00Z|Abu Dhabi Grand Prix|83.824|85.0404|85.07050000000001|0.6888206855503868|101.45113571292231|101.48704428326016|0.8217463799751699
0|bahrain|https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix|Bahrain International Circuit|26.0325|50.5106|Sakhir|Bahrain|2023|1|2023-03-05|15:00:00Z|Bahrain Grand Prix|89.708|91.0216|91.14750000000001|0.7965755919460558|101.4643064163731|101.60465064431266|0.8879649439805323
